reward_mean,mrr_mean,recall_mean,recall_dense_mean,rank_bonus_mean,main_reward_mean,orig_mrr20_mean,rewrite_mrr20_mean,orig_recall20_mean,rewrite_recall20_mean,rewrite_recall50_mean,delta_mrr20_mean,delta_recall20_mean,delta_recall50_mean,orig_rank_bonus_mean,delta_rank_bonus_mean,anchor_bonus_mean,keyword_preserve_mean,recall_drop_penalty_mean,overedit_penalty_mean,bad_format_penalty_mean,unsafe_copy_penalty_mean,nonzero_reward_ratio,nonzero_mrr20_ratio,nonzero_recall20_ratio,delta_mrr20_positive_ratio,delta_recall20_positive_ratio,anchor_hit_ratio,recall_drop_ratio,adv_mean,adv_std,unique_final_query_mean,generated_sample_count_mean,generated_sample_count_max,extra_sample_ratio,reward_gap_raw_mean,reward_gap_met_ratio,max_group_size_hit_ratio,collapsed_group_ratio,all_same_final_query_ratio,flat_reward_group_ratio,flat_mrr20_group_ratio,flat_main_reward_group_ratio,flat_reward_skipped_group_ratio,flat_main_reward_skipped_group_ratio,trainable_group_ratio,best_reward_hit_best_mrr20_ratio,sampled,valid_samples,rollout_batch_prompt_count_mean,rollout_batch_prompt_count_min,rollout_batch_prompt_count_max,rollout_batch_call_count,rollout_batch_total_prompts,rollout_batch_expected_prompts,rollout_batch_fallback_split_count,loss,loss_pg,loss_pg_abs_mean,loss_kl,kl_dominance_ratio,updated,phase,epoch,step,timestamp_utc,count,stage,stage_idx,stage_step,global_step,time
-0.020757429215253847,0.20095487843056337,0.6674528301886793,0.8584905660377359,0.33561320754716983,0.037733136822482,0.21591981132075472,0.20095487843056337,0.6415094339622641,0.6674528301886793,0.8584905660377359,-0.014964932890191376,0.025943396226415096,0.009433962264150943,0.3358490566037736,-0.00023584905660377145,0.0,0.8595125786163522,0.05660377358490566,0.007075471698113209,0.0,0.009433962264150943,0.6367924528301887,0.6698113207547169,0.6698113207547169,0.19811320754716982,0.0660377358490566,0.0,0.03773584905660377,7.028849619739461e-10,0.9416963458061218,5.5,8.833333333333334,12.0,0.09433962264150944,0.6109117063492063,0.8333333333333334,0.16666666666666666,0.0,0.0,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.9166666666666666,1.0,212.0,188.0,24.0,24.0,24.0,8.0,192.0,192.0,0.0,0.02811507928244611,0.005681271327936903,0.8065415360033512,0.022433808132712115,0.031031930813913994,1.0,train,1,70,2026-04-22T11:21:52.706468+00:00,,Stage 1,1,73,73,2026-04-22 11:21:52.706468+00:00
-0.09595109826533973,0.23235360090093674,0.6929824561403509,0.7609649122807017,0.3785087719298246,0.016568534149029514,0.2473856209150327,0.23235360090093674,0.7368421052631579,0.6929824561403509,0.7609649122807017,-0.015032020014095947,-0.043859649122807015,-0.010964912280701754,0.4026315789473684,-0.02412280701754386,0.0,0.8711431356168199,0.1118421052631579,0.0007936507936507942,0.0,0.0043859649122807015,0.6140350877192983,0.6929824561403509,0.6929824561403509,0.2894736842105263,0.03070175438596491,0.0,0.07456140350877193,1.8953231343051844e-09,0.8271690607070923,5.625,9.5,12.0,0.15789473684210525,0.6526310582799554,0.625,0.375,0.08333333333333333,0.08333333333333333,0.25,0.375,0.2916666666666667,0.16666666666666666,0.16666666666666666,0.75,1.0,228.0,156.0,24.0,24.0,24.0,8.0,192.0,192.0,0.0,0.031335410518715016,0.008135968043158451,0.7785741001582489,0.023199442927756164,0.033379458429147475,1.0,train,1,71,2026-04-22T11:25:23.564891+00:00,,Stage 1,1,74,74,2026-04-22 11:25:23.564891+00:00
-0.06706366320624875,0.20768624067103156,0.5836501901140685,0.6958174904942965,0.3064638783269962,0.012832769891705256,0.2140398680322635,0.20768624067103156,0.6349809885931559,0.5836501901140685,0.6958174904942965,-0.006353627361231923,-0.051330798479087454,0.0,0.314638783269962,-0.008174904942965779,0.0,0.8962973021908384,0.07984790874524715,0.000606554408835778,0.0,0.0,0.5437262357414449,0.596958174904943,0.596958174904943,0.12927756653992395,0.0038022813688212928,0.0,0.053231939163498096,-0.054607938847614335,0.6943820714950562,6.708333333333333,10.958333333333334,12.0,0.26996197718631176,0.20931169756169754,0.2916666666666667,0.7083333333333334,0.0,0.0,0.5,0.5833333333333334,0.5416666666666666,0.5,0.5,0.5,1.0,263.0,119.0,24.0,24.0,24.0,8.0,192.0,192.0,0.0,0.02240568073857732,0.0008664373464944984,0.6463874735626853,0.02153924098267086,0.039620300746141306,1.0,train,1,72,2026-04-22T11:29:07.186277+00:00,,Stage 1,1,75,75,2026-04-22 11:29:07.186277+00:00
-0.1486947197423388,0.22654611702230748,0.6507936507936508,0.8095238095238095,0.3547619047619048,-0.028535989583608628,0.24963581392152823,0.22654611702230748,0.7301587301587301,0.6507936507936508,0.8095238095238095,-0.02308969689922071,-0.07936507936507936,-0.14285714285714285,0.36428571428571427,-0.009523809523809521,0.0,0.8931358654572941,0.11904761904761904,0.0,0.0,0.007936507936507936,0.6150793650793651,0.6507936507936508,0.6507936507936508,0.07142857142857142,0.0,0.0,0.07936507936507936,-0.07419801290546145,0.685904860496521,5.833333333333333,10.5,12.0,0.23809523809523808,0.39053668091168087,0.375,0.625,0.041666666666666664,0.041666666666666664,0.5416666666666666,0.625,0.5833333333333334,0.5,0.5,0.4583333333333333,1.0,252.0,96.0,24.0,24.0,24.0,8.0,192.0,192.0,0.0,0.025557739815364282,0.005573490945001443,0.740555795840919,0.01998424915260936,0.029336954462630675,1.0,train,1,73,2026-04-22T11:32:31.373577+00:00,,Stage 1,1,76,76,2026-04-22 11:32:31.373577+00:00
0.036135180884475,0.18482591460826753,0.472,0.644,0.2532,0.06635918088447501,0.14693333333333333,0.18482591460826753,0.392,0.472,0.644,0.037892581274934216,0.08,0.012,0.2088,0.0444,0.0,0.8764,0.03,0.0028,0.0,0.0,0.456,0.496,0.496,0.216,0.1,0.0,0.02,-0.05744754648208618,0.63802570104599,6.25,10.416666666666666,12.0,0.232,0.2862387566137566,0.4166666666666667,0.5833333333333334,0.041666666666666664,0.041666666666666664,0.5416666666666666,0.5833333333333334,0.5416666666666666,0.5,0.5,0.4583333333333333,1.0,250.0,94.0,24.0,24.0,24.0,8.0,192.0,192.0,0.0,0.04366485017569775,0.007786640996470097,0.7609049359812065,0.03587820961790404,0.04808513143333849,1.0,train,1,74,2026-04-22T11:35:46.198701+00:00,,Stage 1,1,77,77,2026-04-22 11:35:46.198701+00:00
-0.23387302776007926,0.15062202870917207,0.5034578146611342,0.6749654218533886,0.23983402489626554,-0.009500769313132016,0.15473157305435098,0.15062202870917207,0.5905947441217151,0.5034578146611342,0.6749654218533886,-0.004109544345178892,-0.08713692946058091,-0.026279391424619644,0.24356846473029048,-0.003734439834024893,0.0,0.8815155107686228,0.22406639004149378,0.0038233550681683465,0.0,0.0,0.4979253112033195,0.5103734439834025,0.5103734439834025,0.1908713692946058,0.06224066390041494,0.0,0.15352697095435686,-0.12602271049967445,0.8042383193969727,6.333333333333333,10.041666666666666,12.0,0.2033195020746888,0.48840741713352004,0.5416666666666666,0.4583333333333333,0.08333333333333333,0.08333333333333333,0.375,0.4166666666666667,0.375,0.2916666666666667,0.2916666666666667,0.625,0.9583333333333334,241.0,133.0,24.0,24.0,24.0,8.0,192.0,192.0,0.0,0.022053717726603486,0.0031259434115617794,0.7716857385366482,0.018927772846802696,0.02826346298138056,1.0,train,1,75,2026-04-22T11:38:48.831641+00:00,,Stage 1,1,78,78,2026-04-22 11:38:48.831641+00:00
-0.11089980906539348,0.12603499668605614,0.5800865800865801,0.7532467532467533,0.2324675324675325,0.013082874917290505,0.12316254161777059,0.12603499668605614,0.6017316017316018,0.5800865800865801,0.7532467532467533,0.002872455068285554,-0.021645021645021644,-0.021645021645021644,0.229004329004329,0.003463203463203465,0.0,0.874860853432282,0.12337662337662338,0.0,0.0,0.004329004329004329,0.5800865800865801,0.5800865800865801,0.5800865800865801,0.22077922077922077,0.06060606060606061,0.0,0.08225108225108226,0.050534941256046295,0.8572733402252197,6.166666666666667,9.625,12.0,0.16883116883116883,0.5453087722462723,0.6666666666666666,0.3333333333333333,0.0,0.0,0.25,0.4583333333333333,0.2916666666666667,0.25,0.25,0.75,1.0,231.0,159.0,24.0,24.0,24.0,8.0,192.0,192.0,0.0,0.028595530855580694,0.0017180412820300215,0.7361838150324311,0.02687748731779789,0.037255543102585276,1.0,train,1,76,2026-04-22T11:42:33.574757+00:00,,Stage 1,1,79,79,2026-04-22 11:42:33.574757+00:00
-0.06090059387315484,0.31797955319296783,0.6260162601626016,0.7073170731707317,0.4225609756097561,0.031034365476438654,0.31434825337264366,0.31797955319296783,0.6382113821138211,0.6260162601626016,0.7073170731707317,0.003631299820324213,-0.012195121951219513,-0.04065040650406504,0.43130081300813006,-0.008739837398373983,0.0,0.8773422377080914,0.09146341463414634,0.005894308943089431,0.0,0.0,0.6056910569105691,0.6260162601626016,0.6260162601626016,0.14634146341463414,0.04878048780487805,0.0,0.06097560975609756,-0.05838154644016328,0.7697418332099915,6.375,10.25,12.0,0.21951219512195122,0.45962384259259254,0.5416666666666666,0.4583333333333333,0.041666666666666664,0.041666666666666664,0.375,0.5,0.4583333333333333,0.3333333333333333,0.3333333333333333,0.625,1.0,246.0,138.0,24.0,24.0,24.0,8.0,192.0,192.0,0.0,0.039534083527067436,0.00399116340322771,0.76212039190358,0.03554291852755789,0.04808070420371372,1.0,train,1,77,2026-04-22T11:46:02.425371+00:00,,Stage 1,1,80,80,2026-04-22 11:46:02.425371+00:00
-0.0071463101463101406,0.233925132421373,0.5752895752895753,0.6988416988416989,0.3102316602316602,0.045039753468324895,0.23991683991683993,0.233925132421373,0.5521235521235521,0.5752895752895753,0.6988416988416989,-0.005991707495466894,0.023166023166023165,0.04247104247104247,0.29111969111969116,0.019111969111969114,0.0,0.8631274131274131,0.052123552123552123,0.0007813936385364964,0.0,0.0,0.6023166023166023,0.5984555984555985,0.5984555984555985,0.25096525096525096,0.08108108108108109,0.0,0.03474903474903475,-0.05545135388963471,0.6789505481719971,7.375,10.791666666666666,12.0,0.25868725868725867,0.3213950216450216,0.375,0.625,0.0,0.0,0.5416666666666666,0.5833333333333334,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.4583333333333333,1.0,259.0,103.0,24.0,24.0,24.0,8.0,192.0,192.0,0.0,0.030570897517852413,0.002787055465781573,0.7242116128067368,0.02778384208527181,0.04077318705991667,1.0,train,1,78,2026-04-22T11:49:37.575960+00:00,,Stage 1,1,81,81,2026-04-22 11:49:37.575960+00:00
-0.11862937183002811,0.15127252181757977,0.5165289256198347,0.6446280991735537,0.28057851239669424,0.012692942219558656,0.14668691919542673,0.15127252181757977,0.5826446280991735,0.5165289256198347,0.6446280991735537,0.0045856026221530385,-0.06611570247933884,0.012396694214876033,0.265495867768595,0.015082644628099176,0.0,0.8984848484848486,0.13016528925619836,0.0,0.0,0.008264462809917356,0.5082644628099173,0.5330578512396694,0.5330578512396694,0.2727272727272727,0.02066115702479339,0.0,0.08677685950413223,0.048237900164994324,0.7735096216201782,6.0,10.083333333333334,12.0,0.2066115702479339,0.4290052255750785,0.5416666666666666,0.4583333333333333,0.041666666666666664,0.041666666666666664,0.375,0.4583333333333333,0.375,0.3333333333333333,0.3333333333333333,0.625,1.0,242.0,134.0,24.0,24.0,24.0,8.0,192.0,192.0,0.0,0.03431296776702155,0.0036347557220663598,0.7088034255430102,0.030678215624312312,0.04553124094500077,1.0,train,1,79,2026-04-22T11:52:59.892135+00:00,,Stage 1,1,82,82,2026-04-22 11:52:59.892135+00:00
-0.058284794603544604,0.22618345774595774,0.575,0.7604166666666666,0.298125,0.012342983174233178,0.2426602564102564,0.22618345774595774,0.5833333333333334,0.575,0.7604166666666666,-0.016476798664298666,-0.008333333333333333,-0.03958333333333333,0.29916666666666664,-0.001041666666666665,0.0,0.9030555555555555,0.06875,0.0015972222222222223,0.0,0.0125,0.5166666666666667,0.575,0.575,0.1125,0.0375,0.0,0.04583333333333333,-0.029920687712728978,0.7435176968574524,6.041666666666667,10.0,12.0,0.2,0.35013693019943015,0.5,0.5,0.0,0.0,0.4166666666666667,0.5416666666666666,0.4583333333333333,0.4166666666666667,0.4166666666666667,0.5833333333333334,1.0,240.0,120.0,24.0,24.0,24.0,8.0,192.0,192.0,0.0,0.05809265313049158,0.01957374404494961,0.7866731949461003,0.03851890737581319,0.05041743766697676,1.0,train,1,80,2026-04-22T11:56:17.332045+00:00,,Stage 1,1,83,83,2026-04-22 11:56:17.332045+00:00
0.010817779237016855,0.19622828727859687,0.47541666666666665,0.58375,0.28875,0.041561187758320114,0.18192253001985975,0.19622828727859687,0.46041666666666664,0.47541666666666665,0.58375,0.014305757258737135,0.015,0.0125,0.27837500000000004,0.010374999999999999,0.0,0.9043710839598998,0.03,0.000542606516290727,0.0,0.005,,0.4875,0.4875,0.145,0.0375,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eval,1,80,2026-04-22T11:57:58.788895+00:00,400.0,Stage 1,1,84,84,2026-04-22 11:57:58.788895+00:00
-0.07427597872381336,0.20032081326372664,0.7362204724409449,0.8188976377952756,0.37145669291338584,0.020248955659388734,0.20272202816753168,0.20032081326372664,0.7952755905511811,0.7362204724409449,0.8188976377952756,-0.00240121490380504,-0.05905511811023622,0.007874015748031496,0.3901574803149606,-0.018700787401574805,0.0,0.8920697412823397,0.09448818897637795,0.00045931758530183737,0.0,0.0,0.7322834645669292,0.7362204724409449,0.7362204724409449,0.3110236220472441,0.003937007874015748,0.0,0.07874015748031496,-7.47404699250469e-08,0.7263318300247192,5.75,10.583333333333334,12.0,0.2440944881889764,0.38901622914122913,0.375,0.625,0.041666666666666664,0.041666666666666664,0.4166666666666667,0.5416666666666666,0.4166666666666667,0.375,0.375,0.5833333333333334,1.0,254.0,134.0,24.0,24.0,24.0,8.0,192.0,192.0,0.0,0.04030745420882951,0.005397199472384666,0.8232887923272688,0.03491025755560693,0.04323315910102798,1.0,train,1,81,2026-04-22T12:01:38.327611+00:00,,Stage 1,1,85,85,2026-04-22 12:01:38.327611+00:00
-0.06794028243678979,0.15337847634964508,0.6625,0.8166666666666667,0.26958333333333334,0.0018430508965435466,0.18021693890260068,0.15337847634964508,0.7,0.6625,0.8166666666666667,-0.026838462552955585,-0.0375,-0.016666666666666666,0.3002083333333333,-0.030625,0.0,0.9293750000000001,0.06875,0.005625000000000001,0.0,0.004166666666666667,0.5458333333333333,0.6625,0.6625,0.17083333333333334,0.008333333333333333,0.0,0.04583333333333333,-0.029920585298289854,0.8167058229446411,6.708333333333333,10.0,12.0,0.2,0.5957464073236132,0.5416666666666666,0.4583333333333333,0.0,0.0,0.2916666666666667,0.3333333333333333,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.7083333333333334,1.0,240.0,156.0,24.0,24.0,24.0,8.0,192.0,192.0,0.0,0.051407940924549714,0.004008988157296792,0.7066167019880735,0.0473989555720617,0.06627045029366646,1.0,train,1,82,2026-04-22T12:04:34.450028+00:00,,Stage 1,1,86,86,2026-04-22 12:04:34.450028+00:00
